Pays,Genre,Age,Desabonnement,CreditScore,Ancienneté,Balance,NbrDeProduit,CarteDeCredit,MembreActif,SalaireEstimé
Germany,Male,46,0,749,10,78136,2,1,1,73471
France,Male,23,0,667,1,0,2,1,0,91573
Spain,Male,30,0,670,3,133446,1,0,0,3155
France,Female,33,0,670,7,0,2,1,1,88188
Germany,Female,48,1,623,1,108076,1,1,0,118855
France,Male,32,0,571,5,131354,1,1,0,125257
Germany,Female,37,0,641,7,62975,2,0,1,39016
Germany,Female,30,0,551,2,143340,1,1,0,145796
Germany,Male,36,0,741,8,116993,2,1,0,168816
France,Male,31,0,472,4,58663,2,0,1,73322
Spain,Male,41,1,650,3,128809,3,0,0,113678
France,Male,45,0,625,7,137555,1,0,0,124608
Germany,Male,34,0,650,4,142393,1,1,1,11276
France,Female,38,0,535,8,0,2,1,0,136621
France,Female,41,0,649,2,125785,1,1,1,70524
France,Male,22,1,689,4,136444,1,1,0,51980
Spain,Male,38,0,694,7,121527,1,1,0,113481
Germany,Male,52,0,655,9,144697,1,1,1,49026
France,Male,36,0,620,8,0,2,1,1,145938
France,Female,35,0,577,10,0,2,1,1,25162
Germany,Male,48,1,401,8,128140,1,1,0,175754
France,Male,25,0,599,6,120383,1,1,1,24903
France,Female,57,1,481,9,0,3,1,1,169719
France,Male,42,0,704,8,129735,2,1,1,179566
Spain,Female,31,1,698,8,185078,1,0,0,115338
France,Female,28,0,480,6,0,2,0,0,48132
France,Male,42,0,682,0,0,1,1,1,160829
Spain,Male,31,0,700,7,0,2,0,1,145152
France,Male,29,0,492,1,144592,1,1,1,196294
France,Female,45,1,444,4,0,2,1,0,161654
France,Male,36,0,624,6,0,2,0,0,84636
France,Male,37,0,709,7,0,1,1,0,159487
Germany,Male,68,0,557,2,100194,1,1,1,38596
Germany,Male,50,0,646,6,145295,2,1,1,27815
Germany,Male,28,0,719,3,106070,2,1,1,183893
Germany,Female,47,0,706,6,120622,1,1,1,140804
France,Male,38,0,660,7,0,2,0,1,146586
France,Male,36,0,667,9,0,2,1,1,40062
France,Male,30,0,705,1,0,1,1,1,181300
Germany,Female,27,0,598,10,171284,1,1,1,84136
France,Male,26,0,669,4,0,2,1,1,197594
Germany,Female,38,1,580,1,128218,1,1,0,125954
France,Female,32,0,676,5,0,2,1,1,75465
Germany,Male,28,0,714,7,77776,1,1,0,177737
Germany,Female,72,0,597,6,124978,2,1,1,7144
France,Male,29,0,559,1,0,2,0,0,155640
France,Female,28,0,564,1,0,1,1,1,162428
Spain,Male,51,1,850,3,109800,2,1,1,12458
France,Male,39,0,689,7,0,2,0,0,14917
Germany,Female,61,1,758,8,125397,1,1,0,182184
Spain,Female,71,0,604,10,0,2,1,1,129984
Germany,Male,38,0,733,9,111347,2,0,1,194873
Spain,Male,40,0,778,8,104291,2,1,1,117507
Germany,Female,61,1,732,9,94867,2,1,1,157528
France,Male,24,0,646,8,0,2,0,0,92613
France,Female,33,0,597,6,135704,2,0,0,74851
Germany,Female,37,0,821,5,106454,2,0,1,127413
France,Male,43,1,640,7,132412,1,0,0,69584
Germany,Female,40,1,511,9,124402,1,1,0,198814
France,Male,46,1,805,6,118022,3,1,0,162643
Germany,Male,39,0,540,1,82531,1,1,0,114093
Spain,Male,44,1,705,0,184552,1,1,0,68860
Germany,Male,39,0,540,4,127278,1,1,1,16150
Spain,Female,66,0,532,3,0,1,1,1,115227
France,Female,45,0,535,2,0,2,0,1,170622
Germany,Male,23,0,627,5,184245,1,1,0,103099
France,Male,52,1,646,8,59669,1,0,0,172496
France,Female,25,0,515,7,79544,1,0,1,38773
France,Female,39,0,697,6,151553,1,1,1,44946
Germany,Male,27,0,652,2,166528,2,0,1,146008
Germany,Male,28,0,579,6,150329,1,1,0,145558
France,Male,43,0,760,8,121912,1,1,0,193312
France,Male,51,0,769,9,156774,2,1,0,40258
Spain,Male,29,0,498,8,127864,1,1,1,46678
France,Male,53,1,774,4,113709,1,1,1,153888
Germany,Female,43,0,705,7,79975,1,1,1,103108
France,Female,44,0,648,2,0,2,1,1,58652
France,Female,51,1,688,5,0,1,1,0,91624
Spain,Male,38,1,592,0,0,1,1,0,65986
France,Male,33,0,705,3,144428,2,1,0,113845
France,Male,42,0,654,7,99263,1,1,1,67608
France,Female,32,0,624,2,79369,2,1,1,145472
France,Female,30,0,594,10,0,2,1,1,124072
Spain,Female,34,0,695,9,0,2,1,1,67502
France,Male,28,0,597,2,0,3,1,1,78708
France,Female,52,1,758,7,125096,1,1,0,171190
Germany,Female,40,0,737,2,162486,2,1,0,149381
Germany,Male,37,0,694,1,95669,2,1,0,100336
France,Male,25,0,683,4,0,2,1,0,152698
Spain,Female,30,0,538,8,0,2,1,1,41193
France,Male,37,0,669,4,0,1,1,0,132540
France,Female,34,0,730,5,74197,2,1,0,96876
France,Female,31,0,622,1,89689,1,1,1,152305
Spain,Female,33,0,714,10,103121,2,1,1,49672
Spain,Female,34,0,569,3,0,1,1,0,133998
Germany,Female,59,0,668,5,120170,1,0,1,50455
France,Male,32,0,628,9,149136,2,1,1,16402
France,Male,40,0,600,1,141137,1,1,1,67804
France,Female,43,0,693,4,152342,1,1,0,9242
France,Male,36,0,704,7,120027,2,0,1,100602
Spain,Male,33,0,527,9,132168,1,0,0,98734
Germany,Male,43,0,553,6,85201,2,1,1,160574
Spain,Male,53,0,575,1,84903,2,0,1,26016
France,Female,32,0,626,0,0,2,0,0,187173
France,Male,20,0,582,4,0,1,1,1,55764
Spain,Male,40,0,683,8,0,1,1,0,75848
France,Male,30,0,850,9,121535,1,0,0,40313
Spain,Male,35,0,653,6,116663,2,1,1,23864
France,Male,60,0,679,8,0,2,1,1,51381
Germany,Female,49,0,549,6,124829,1,0,1,93551
Spain,Female,36,0,850,2,155181,2,0,0,169416
Germany,Female,32,0,558,1,108263,1,1,1,6935
Spain,Male,40,0,528,4,0,2,1,0,25400
France,Male,38,0,801,5,0,2,1,0,66256
Spain,Male,48,1,513,2,0,1,1,1,114709
Germany,Male,38,0,666,6,99813,2,1,1,158358
France,Male,35,0,606,2,132164,1,0,1,164816
Germany,Male,45,1,599,10,103583,1,1,0,132128
Germany,Male,39,0,544,4,142406,2,1,0,146637
Spain,Male,38,1,529,7,99842,2,1,0,90256
France,Female,41,0,850,5,0,2,1,1,34827
France,Male,41,0,497,9,0,1,0,0,22074
France,Female,39,0,764,5,81042,1,0,1,109805
France,Female,48,1,603,5,0,1,1,0,100479
France,Male,40,0,609,6,0,2,1,1,97416
France,Male,53,1,487,4,199689,1,1,1,24208
France,Male,33,0,748,1,142645,1,0,0,69133
Spain,Female,75,0,710,5,0,2,1,1,9377
Germany,Female,45,1,432,3,110219,1,1,0,43047
Spain,Male,51,0,534,3,0,2,0,1,20856
France,Male,25,0,607,3,0,2,0,0,187049
Spain,Male,32,0,551,4,0,2,1,0,53421
France,Male,45,0,674,7,142072,1,1,0,37013
France,Female,25,0,525,6,0,2,1,0,89567
Germany,Male,33,0,645,8,149565,1,0,0,149914
France,Female,43,0,755,9,0,2,1,0,18067
Germany,Male,37,0,708,8,153366,1,1,1,26912
France,Male,21,0,715,6,76467,1,1,1,173512
France,Female,26,0,727,9,121508,1,1,1,146785
Spain,Female,27,0,559,1,0,1,0,1,1050
Spain,Male,36,1,545,8,73211,2,1,0,89587
France,Male,22,0,524,9,0,2,1,0,74405
France,Female,55,0,707,1,0,2,0,1,54409
Spain,Male,38,0,671,0,92675,2,1,0,3648
Spain,Male,52,1,439,3,96196,4,1,0,198875
Germany,Female,36,0,667,1,114392,1,1,1,53413
Germany,Male,32,0,831,9,80263,1,1,0,194868
Spain,Female,33,0,545,7,173332,1,1,0,150453
Spain,Female,35,0,604,7,147286,1,1,1,57807
Spain,Male,67,0,657,5,119785,2,1,1,107534
Spain,Female,36,0,487,1,140137,1,1,0,194073
Germany,Female,52,1,750,6,107468,1,1,0,126233
Germany,Female,37,1,694,8,98218,2,1,0,182354
Germany,Female,35,0,711,2,133608,1,1,1,120586
France,Male,37,0,551,3,0,2,1,1,50578
France,Female,38,0,559,8,95139,1,1,1,86575
France,Female,29,0,620,3,0,2,0,1,153392
Spain,Male,42,0,660,5,0,2,1,0,115510
France,Female,37,0,449,6,0,2,1,0,82176
Germany,Female,26,0,703,1,97331,1,1,0,63717
Germany,Male,37,0,795,2,139266,2,1,1,198746
France,Female,31,0,594,9,0,1,0,1,5719
Spain,Male,34,0,586,5,168094,1,0,0,20059
Germany,Female,30,0,613,5,131564,2,1,0,170639
France,Male,44,0,601,3,0,2,1,0,30607
France,Male,50,0,657,9,0,2,0,0,37171
France,Male,31,0,531,3,0,1,1,1,42589
Germany,Male,47,0,621,7,107363,1,1,1,66799
France,Female,33,0,782,2,94493,1,0,1,101866
Germany,Female,29,0,528,9,170214,2,1,0,49284
France,Male,52,1,696,6,139781,1,1,0,27445
France,Female,35,0,586,7,0,2,1,0,70761
Spain,Female,26,1,626,8,148610,3,0,1,104502
France,Male,73,0,498,2,170242,2,1,1,165408
France,Female,33,0,691,1,128307,1,1,1,113581
France,Female,47,0,568,7,0,2,1,1,45978
France,Female,35,0,715,3,0,1,1,1,152012
Germany,Male,32,0,680,7,175454,1,0,1,77350
Spain,Male,41,0,802,6,0,2,1,0,47322
France,Female,22,0,539,0,100886,2,1,1,38773
France,Male,69,0,494,9,93321,1,1,1,24489
Germany,Male,38,0,594,6,63176,2,1,1,14466
France,Male,33,0,596,2,139452,1,0,0,63142
France,Female,52,0,649,8,49114,1,1,0,41858
Germany,Male,32,1,699,1,123906,3,1,1,127444
France,Female,40,0,787,6,0,2,1,1,84152
France,Male,28,0,604,7,0,2,0,0,58596
Germany,Female,52,1,489,1,131442,1,1,0,37240
France,Male,56,1,651,2,0,1,1,0,114523
France,Male,57,1,698,6,136325,2,1,1,72549
Germany,Female,38,1,578,4,113150,2,1,0,176713
Spain,Female,42,0,538,9,0,1,0,0,152856
France,Female,33,0,696,4,0,2,1,1,73372
Germany,Female,46,0,507,8,102785,1,1,1,70324
Spain,Male,34,0,685,6,83264,1,0,0,9663
Germany,Male,41,0,705,4,72253,2,1,1,142515
Germany,Female,29,0,499,6,148052,1,1,0,118624
France,Female,76,0,717,9,138490,1,1,1,68400
France,Male,63,0,510,8,0,2,1,1,115292
France,Male,32,0,632,6,111589,1,1,1,170383
Germany,Female,39,1,668,0,122105,1,1,0,112947
Germany,Male,32,0,744,4,96107,1,1,1,79813
Germany,Male,42,0,663,7,115931,1,1,0,19863
Germany,Female,37,0,638,7,124514,2,1,0,158611
France,Female,54,1,688,9,0,1,1,0,191213
Spain,Male,46,0,588,8,0,1,1,0,61931
France,Male,33,1,631,7,0,1,1,1,58043
Spain,Male,35,0,687,8,100988,2,1,0,22247
France,Male,44,0,599,10,118577,1,1,1,31449
Spain,Male,28,0,718,6,0,2,1,0,146876
France,Male,27,0,730,5,0,2,1,1,116082
France,Female,39,1,533,2,0,1,0,1,73670
Spain,Female,28,0,711,5,0,2,1,1,93960
Spain,Female,26,0,555,9,0,2,0,1,158918
France,Female,42,0,850,9,113311,1,1,1,198194
France,Female,41,0,678,9,0,1,0,0,13160
France,Male,32,0,576,7,0,2,1,0,4661
Germany,Male,20,1,835,4,124365,1,0,0,180198
France,Male,42,0,592,1,147249,2,1,1,63023
France,Male,36,0,774,7,103688,1,0,1,118972
France,Female,29,0,620,1,138740,2,0,0,154701
Spain,Male,39,0,519,4,111900,1,1,1,97577
Spain,Female,37,0,734,0,152760,1,1,1,48990
Germany,Male,31,1,763,7,143966,2,1,1,140263
France,Male,51,0,733,10,141557,1,1,0,130190
France,Female,43,0,650,6,0,2,1,1,16302
France,Female,33,0,538,5,0,2,1,0,126962
France,Female,46,0,577,1,0,1,1,1,158751
France,Male,30,0,792,8,0,2,1,0,199644
France,Female,41,1,686,10,0,1,1,1,144273
France,Male,29,0,589,2,0,2,0,1,98320
France,Male,25,0,530,9,162560,1,1,0,64129
Germany,Female,29,0,778,7,123229,1,1,0,181221
Spain,Male,31,0,616,7,76666,2,1,1,163809
France,Male,38,1,550,9,140279,3,1,1,171457
France,Female,51,0,655,3,0,2,0,1,15801
France,Male,46,0,721,1,115764,2,0,0,102951
Germany,Male,36,0,499,5,131143,2,1,0,174918
France,Male,45,1,511,5,68375,1,1,0,193160
Germany,Female,39,1,579,5,117833,3,0,0,5831
Spain,Female,36,0,696,7,0,2,1,1,82299
France,Male,34,0,681,7,0,2,0,0,130687
France,Male,45,1,815,7,0,1,0,1,52885
Spain,Male,30,0,681,2,111093,1,1,0,68986
Spain,Male,42,0,641,9,132658,1,1,0,35367
France,Female,56,1,591,9,128882,1,1,1,196242
Germany,Male,59,0,565,9,69130,1,1,1,170706
France,Male,37,0,487,6,0,2,1,1,126477
France,Male,39,0,729,4,121405,1,1,1,159618
Spain,Female,45,1,505,9,131355,3,1,0,195395
France,Female,35,0,580,1,102097,1,0,1,168286
France,Male,40,0,642,1,154863,1,1,1,138053
Spain,Female,41,0,850,3,99946,2,1,0,71179
Germany,Male,39,0,616,2,121704,2,1,0,55556
Spain,Female,43,0,526,3,0,2,1,0,31705
Germany,Male,35,0,523,8,138783,1,1,1,186119
France,Male,35,0,663,9,0,2,1,1,195580
France,Male,30,0,840,8,136292,1,1,0,54113
Germany,Male,42,0,570,0,107857,2,1,0,127529
Germany,Female,26,1,676,1,108349,1,0,0,60232
France,Male,47,1,689,1,93872,3,1,0,156878
Spain,Female,45,1,703,1,0,1,1,0,182784
Germany,Male,19,0,491,2,125860,1,0,0,129690
France,Male,49,0,584,8,172713,1,1,0,113861
France,Female,51,0,810,5,0,2,0,1,184525
Spain,Female,59,0,745,8,0,1,1,1,36125
France,Female,39,0,625,3,130787,1,0,1,121316
France,Female,29,0,535,2,112367,1,1,0,185631
Spain,Female,45,0,729,7,91091,2,1,0,71133
France,Female,26,0,655,7,106198,1,0,1,32020
France,Male,47,0,751,5,142670,2,1,0,162761
France,Male,33,0,525,1,112833,1,0,1,175179
France,Female,40,0,532,5,0,2,0,1,177100
Spain,Female,43,0,696,4,0,2,1,1,66406
Germany,Female,32,0,786,2,104336,2,0,0,59560
France,Male,55,0,580,6,104306,1,0,1,175750
Germany,Male,47,0,596,5,140187,2,1,1,174311
France,Male,39,0,683,4,0,2,1,0,171717
France,Female,45,1,747,1,114959,1,1,0,189362
France,Male,33,1,602,5,164704,1,0,1,180716
France,Male,62,0,779,10,119097,1,0,1,116978
France,Male,31,0,551,1,0,2,1,1,185105
France,Male,47,1,666,2,0,1,1,0,35047
Spain,Male,30,0,526,8,0,1,1,0,36251
France,Female,41,0,849,9,115465,1,1,0,103174
France,Female,27,0,471,4,0,2,1,0,122642
Spain,Male,43,0,628,3,184927,1,1,0,122938
Germany,Male,43,0,674,8,85958,2,1,0,8757
France,Male,32,0,797,10,114085,1,0,1,125782
Spain,Female,29,0,590,2,166931,2,1,0,122488
France,Female,27,0,588,8,0,1,1,0,20066
France,Male,29,0,577,7,0,2,1,1,55473
France,Female,38,0,571,6,107194,2,0,0,38963
France,Male,36,0,680,3,116275,1,1,1,63796
Spain,Female,27,0,648,7,0,2,1,1,163060
France,Male,39,0,618,2,91069,1,1,0,26579
Germany,Male,41,0,648,5,123049,1,0,1,5067
France,Female,39,0,759,6,0,2,1,1,140498
France,Male,40,0,585,7,0,2,0,0,146157
France,Female,42,0,774,3,137782,1,0,0,199316
Germany,Female,48,0,697,2,108129,2,1,1,103944
Spain,Male,39,0,605,10,105318,2,1,0,138021
France,Male,20,0,676,1,80570,1,0,0,68622
France,Female,22,0,678,4,174853,1,1,1,28149
Spain,Female,45,1,495,3,89159,3,1,0,135170
France,Female,85,0,787,10,0,2,1,1,116538
France,Male,36,0,770,2,89800,1,1,1,105923
Germany,Male,45,1,817,9,101208,1,0,0,88211
France,Male,43,0,659,1,106086,2,1,0,26901
France,Male,21,0,693,1,0,2,1,1,3494
France,Male,47,0,744,9,0,2,1,0,113163
Spain,Female,26,0,829,8,101440,2,1,1,19324
France,Male,38,0,716,4,0,2,1,0,189679
France,Male,34,0,671,7,106604,2,1,1,26388
Germany,Female,29,0,835,10,130420,2,0,0,106277
France,Female,38,0,636,1,0,1,1,0,45015
Spain,Male,29,0,649,2,45022,1,1,1,173496
Germany,Male,27,0,621,1,74298,1,1,1,52582
Germany,Female,31,1,658,3,133003,1,0,1,146339
Spain,Male,48,0,784,7,0,2,1,1,182610
Spain,Female,37,0,783,1,136690,1,1,0,197891
France,Male,32,0,615,4,0,2,1,1,6226
France,Female,44,1,791,5,0,2,1,1,123978
France,Male,53,0,762,1,102520,1,1,1,170195
France,Male,35,0,607,2,0,2,1,1,114190
France,Female,34,0,601,5,0,2,1,0,27023
Spain,Male,67,0,540,1,88382,1,0,1,59457
France,Male,44,0,812,4,115049,2,1,0,165038
France,Male,58,0,685,1,104797,1,1,1,154181
France,Male,33,0,680,1,123082,1,1,0,134961
Spain,Female,58,0,680,8,0,2,1,1,65708
France,Female,33,0,631,8,0,2,0,0,117374
France,Female,43,0,569,7,0,2,1,1,77703
Germany,Male,33,0,584,3,88311,2,1,1,177651
France,Female,40,0,582,9,0,3,1,1,60954
France,Male,32,0,609,7,71872,1,1,1,151925
Spain,Male,35,0,506,6,110047,2,1,0,26319
France,Male,42,0,503,8,104430,1,1,1,147558
France,Female,28,0,503,5,0,2,1,0,125918
Germany,Male,31,0,806,10,138654,1,1,0,190803
France,Female,31,0,653,7,102575,1,1,1,11044
France,Male,43,1,666,7,137781,2,1,1,119100
Spain,Male,32,0,674,2,0,2,1,0,140579
France,Male,32,0,798,7,0,2,0,1,37732
France,Female,30,0,740,8,105210,1,1,0,1853
Germany,Female,32,0,531,0,109570,2,1,1,172050
Germany,Female,44,1,614,6,118716,1,1,0,133591
France,Male,35,0,556,10,0,2,1,1,192751
Germany,Female,43,0,678,2,153393,2,1,1,193828
Germany,Male,33,0,587,6,132603,1,1,0,55776
Spain,Female,36,0,527,6,0,2,1,1,102280
Germany,Female,34,0,757,1,129398,2,0,0,44965
Spain,Male,28,0,468,3,0,2,1,0,170661
France,Male,29,0,693,2,151353,1,0,0,197146
France,Female,44,1,483,5,136836,1,1,0,192360
France,Male,40,1,466,4,91592,1,1,0,141210
France,Female,30,0,770,8,0,2,1,0,100557
France,Female,54,1,734,3,0,1,1,0,130806
France,Female,22,0,716,8,0,2,1,1,92607
France,Male,36,0,439,2,165536,2,1,1,123957
Germany,Male,25,0,538,5,62483,1,1,1,102758
France,Male,40,0,743,8,68156,1,1,0,94877
Spain,Female,43,1,734,3,55853,2,0,1,94812
France,Male,37,0,656,2,0,2,0,1,67841
France,Female,31,0,666,2,79589,1,0,0,4051
Spain,Male,41,0,627,5,100881,1,0,1,134665
Germany,Female,25,0,480,3,174330,2,0,0,181647
France,Male,19,0,792,7,143391,1,1,0,33283
Germany,Male,59,1,613,8,91416,1,0,0,27965
Germany,Male,30,0,476,3,134366,1,1,0,68344
France,Female,24,0,539,3,0,2,1,1,198161
Spain,Male,60,0,696,8,88787,1,1,1,196858
Germany,Male,35,0,810,3,96814,2,1,1,120511
Germany,Male,32,0,763,9,160680,1,1,0,30886
France,Female,29,0,640,3,0,2,1,0,2744
France,Female,47,0,655,10,0,2,1,0,167779
Germany,Male,31,0,526,5,145537,1,1,0,132405
France,Female,28,1,678,4,0,2,1,1,144423
France,Female,45,0,554,6,0,2,1,1,181204
Spain,Female,30,1,597,2,119370,1,1,1,182726
Spain,Female,28,0,560,1,0,2,1,1,120881
Germany,Female,47,1,850,10,134382,1,0,0,26813
Germany,Female,74,1,546,8,114889,2,1,1,66733
Germany,Male,42,0,623,1,149332,2,1,0,100834
France,Female,40,1,698,7,105062,3,1,0,107815
France,Male,32,0,620,7,0,2,1,1,34666
France,Female,40,1,619,10,0,1,1,1,147094
France,Male,21,0,561,4,0,1,1,1,36942
France,Female,39,0,753,7,155063,1,1,1,16461
Spain,Male,43,0,721,3,88798,1,0,0,45611
France,Male,33,0,451,6,0,2,1,0,184954
Germany,Female,51,1,680,5,143140,1,0,0,47795
Spain,Female,23,0,590,7,0,2,1,0,196790
Germany,Male,27,0,634,3,107028,1,1,0,173426
France,Male,29,0,676,4,140721,1,1,0,36221
France,Male,30,0,642,8,80965,2,1,0,174738
France,Male,39,1,760,6,178585,1,1,0,67131
Spain,Female,26,0,736,4,135889,1,1,1,165692
France,Male,43,0,656,7,134920,1,1,0,194692
Germany,Male,33,1,776,8,115130,1,0,0,129526
Spain,Female,34,0,832,6,138190,2,0,1,146511
Germany,Male,37,0,631,9,131519,2,1,1,51752
Spain,Female,56,1,795,5,0,1,1,0,35419
Germany,Female,39,0,648,3,126936,2,0,1,57996
France,Male,39,0,615,4,133707,1,1,1,108153
France,Female,27,0,682,1,97893,1,1,0,166145
France,Male,34,0,694,5,127900,1,1,0,101738
France,Male,37,0,694,10,143835,1,0,1,33327
France,Male,44,0,607,0,0,2,1,1,81140
France,Male,48,1,664,10,0,1,1,0,140173
France,Male,60,1,756,2,0,1,1,1,166513
France,Female,40,0,645,3,129597,1,1,1,103233
Spain,Male,30,0,653,4,0,2,1,0,120736
Germany,Female,24,1,710,2,110407,2,0,0,15832
France,Female,76,0,697,7,0,2,0,1,188772
Germany,Female,41,0,619,8,142016,2,1,0,114324
Spain,Male,55,0,648,1,81370,1,0,1,181534
Germany,Female,48,1,482,2,69329,1,0,0,102641
France,Female,28,1,548,8,116756,2,1,1,158585
Spain,Male,44,0,752,6,83870,1,1,0,178722
France,Female,39,1,648,6,130695,2,1,1,153955
Spain,Female,34,0,643,8,117451,1,1,0,65375
Germany,Female,35,0,573,9,206869,2,0,1,102986
France,Female,39,0,686,3,111696,1,0,0,136644
France,Female,40,1,644,9,137285,4,1,0,77064
France,Female,29,0,702,6,149218,1,1,1,9633
France,Male,51,0,652,7,0,2,0,1,43496
Spain,Male,32,0,641,7,0,2,1,1,24267
Germany,Female,41,1,692,8,130701,1,1,0,59354
Spain,Male,34,0,574,5,0,2,0,0,28270
France,Female,31,0,643,3,167949,1,1,0,143162
France,Male,23,0,834,4,131255,1,1,0,20199
France,Male,28,0,591,5,0,2,1,1,48607
Spain,Male,34,0,470,9,0,2,0,1,89014
Spain,Male,34,0,608,7,86656,1,0,1,59890
Germany,Female,37,1,649,8,114737,1,1,1,106656
France,Female,38,0,665,5,0,2,1,0,156440
France,Female,39,0,651,6,0,1,1,0,24176
Germany,Male,62,1,555,4,119817,1,0,1,43507
France,Female,48,1,637,7,130807,2,1,1,132006
France,Female,49,1,675,0,0,1,1,1,80497
Spain,Male,40,0,677,5,0,2,1,0,88948
Germany,Female,35,1,850,2,80932,1,0,0,12640
France,Female,56,1,815,3,0,3,1,1,94248
Germany,Male,32,0,665,1,132179,1,0,0,11866
France,Female,27,0,485,3,0,2,1,0,141450
Spain,Male,43,0,577,6,0,2,1,1,149458
France,Female,35,1,586,7,164769,3,1,0,119814
Germany,Male,29,0,722,1,107234,2,1,0,24925
France,Female,27,0,528,7,176227,2,0,1,139482
France,Female,39,0,542,4,109949,2,1,1,41269
France,Female,34,0,552,5,0,2,1,1,1351
France,Female,60,1,678,10,117739,1,1,0,147490
Spain,Female,37,0,575,9,133292,1,1,0,111175
France,Female,43,0,669,1,160475,1,1,1,95963
France,Male,43,0,636,6,0,2,1,0,43129
Germany,Male,55,1,667,9,154393,1,1,1,137675
Germany,Female,45,1,652,9,110827,1,1,1,153384
Germany,Female,36,0,637,10,145750,2,1,1,96661
Spain,Female,45,0,516,8,109044,1,0,1,115818
France,Female,32,0,801,4,75171,1,1,1,37898
France,Female,42,0,692,2,0,2,1,0,145223
France,Female,28,0,585,6,105796,1,1,1,41219
France,Male,32,0,590,5,0,2,1,0,59250
Spain,Male,66,0,554,8,0,2,1,1,116748
France,Female,49,1,659,1,0,1,1,0,116250
France,Female,26,0,690,3,118098,1,1,0,61258
Germany,Male,29,0,697,0,172694,1,0,0,141799
France,Male,36,0,610,4,129440,2,1,0,102638
Spain,Male,36,0,599,4,0,2,0,0,13211
France,Male,23,0,544,1,96471,1,1,0,35551
France,Female,46,1,548,1,0,1,1,1,104469
Spain,Male,24,0,635,4,140197,1,1,1,142936
France,Male,20,0,722,6,0,2,1,0,195486
France,Female,33,0,564,4,135946,1,1,0,63170
France,Male,69,0,719,3,0,2,1,1,58320
Germany,Male,50,1,547,3,81290,3,0,1,177747
France,Female,42,1,850,8,0,1,1,0,19633
Germany,Male,60,1,515,9,113715,1,1,0,18424
Spain,Male,56,0,667,2,168883,1,0,1,18898
Germany,Male,36,0,607,8,143422,1,1,0,97879
France,Male,26,0,525,7,153644,1,1,1,63198
Spain,Female,53,0,606,1,109330,1,1,1,75860
Germany,Female,27,0,686,1,115096,2,0,0,78622
France,Male,35,1,611,10,0,1,1,1,23598
Spain,Male,46,0,827,1,183276,1,1,1,13460
France,Male,33,0,572,9,68194,1,1,0,19998
France,Female,32,0,726,8,0,2,0,0,185076
Germany,Male,31,0,579,6,139730,1,0,1,135815
Spain,Female,56,0,598,4,98365,1,1,1,44251
France,Male,36,0,663,10,0,2,1,0,136350
Germany,Female,37,0,505,10,122454,2,1,1,52694
Germany,Male,30,0,576,7,132174,2,0,0,93767
Spain,Female,24,0,555,2,0,2,0,1,197867
France,Male,30,0,524,1,0,2,1,0,126813
Spain,Male,39,0,776,2,104349,1,0,0,79503
Germany,Female,41,1,645,2,138881,1,1,0,129937
Germany,Female,32,0,850,0,116969,1,0,0,175095
Germany,Male,35,0,603,1,105346,2,1,1,130380
France,Male,26,0,691,9,136623,1,1,0,153228
France,Female,29,0,583,10,0,2,1,1,111286
France,Female,66,1,584,5,0,1,1,0,49553
France,Female,33,0,679,6,0,2,1,1,98016
France,Male,36,0,646,6,124446,1,1,0,88481
France,Female,34,0,559,5,69000,2,1,1,66879
Spain,Male,36,0,595,6,85768,1,1,1,24803
France,Male,47,1,527,1,0,1,1,0,21312
Spain,Male,34,0,684,9,100628,2,1,1,190264
Spain,Female,32,0,673,0,0,1,1,1,72873
Spain,Male,38,0,802,7,0,2,0,1,57765
France,Male,54,1,675,6,0,1,1,0,110274
Spain,Female,19,0,762,6,0,2,1,0,55500
France,Male,50,1,580,0,125647,1,1,0,57541
Germany,Female,31,0,621,8,100375,1,1,1,90384
France,Female,36,0,411,10,0,1,0,0,120694
France,Male,24,0,815,7,171923,1,0,1,178029
Germany,Female,32,0,631,2,146811,2,1,1,180990
Germany,Female,45,1,514,3,109032,1,0,1,155407
France,Male,57,1,638,6,0,1,1,0,33676
Spain,Male,25,0,791,7,0,1,1,0,89666
France,Male,35,0,516,5,128654,1,1,0,127558
France,Male,37,0,734,3,80388,1,0,1,77273
France,Male,58,1,611,8,0,2,0,1,107666
Germany,Male,43,1,850,0,108509,3,1,0,184045
France,Male,31,0,641,10,155978,1,1,0,91511
France,Female,38,0,585,5,0,1,1,1,87364
Germany,Male,50,1,552,4,121176,1,1,0,117505
France,Female,29,0,507,4,89349,2,0,0,180627
Spain,Male,38,0,735,7,86132,2,0,0,93479
France,Female,58,0,707,3,102347,1,1,1,114673
Germany,Female,36,0,698,7,121264,1,1,1,13388
France,Male,31,0,841,2,0,2,1,0,173241
Spain,Female,33,1,688,2,0,1,0,0,27557
France,Male,51,0,614,3,0,2,1,1,5552
Germany,Male,48,1,511,6,149726,1,0,0,88308
France,Male,43,1,447,2,0,2,1,0,33879
France,Male,35,0,738,5,161274,2,1,0,181430
France,Female,33,0,422,2,0,2,1,0,102655
Spain,Male,30,0,537,1,103138,1,1,1,96555
Germany,Female,40,0,707,3,109628,1,1,0,189366
